Local;Número;Título;Fase;Tier;Change Manager;Iniciador;Representante da qualidade;Prod Impact;Reg. Impact;Change Driver;Created;Approval;Planned Completion;Planned Verification;Planned Regulatory Closure Date;Closed;Change Mgr Dept;Site Review Council;Is there artwork impact?;Actual Regulatory Approval Date;Quality Verification Completion Date;Regulatory Rep
Cruzeiro;CR037800;Criação e atualização de TCMPs e TCPA - P&D;Closed;Tier 1;;Willian Douglas Barreto;Samira Gaspar;;;;out 11, 2022;out 14, 2022;dez 21, 2022;jan 5, 2023;;dez 21, 2022;R&D;;;;dez 21, 2022;
Cruzeiro;CR037777;Inclusão do fornecedor CCL para o fornecimento de bulas;Closed;Tier 1;;Maria Paula Para Nogueira;Samira Gaspar;;;;out 11, 2022;nov 9, 2022;jul 26, 2024;ago 10, 2024;;ago 8, 2024;Packaging;;;;ago 8, 2024;
Cruzeiro;CR037776;Flotril 50 e 150mg - Atualização da quantidade de amostra do granel de acordo com o Protocolo de Validação PVP004/20;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;out 11, 2022;nov 7, 2022;jun 30, 2023;jul 15, 2023;;abr 20, 2023;Manufacturing;;;;abr 20, 2023;
Cruzeiro;CR037658;Elaboração de novo logbook para verificação do equipamento TOC;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;out 6, 2022;out 7, 2022;out 14, 2022;out 29, 2022;;out 13, 2022;Quality Control;;;;out 13, 2022;
Cruzeiro;CR037655;Alteração da Classificação de Risco de Transporte do Produto final Crestar e do produto Butox PCE 2.5;Closed;Tier 1;Williseane Guimaraes Portugal;Williseane Guimaraes Portugal;Samira Gaspar;No;No;Safety and Environmental;out 6, 2022;nov 1, 2022;jan 12, 2023;jan 27, 2023;;jan 26, 2023;SHE;;;;jan 26, 2023;"Jessica Isaac; Anna Carolina Sousa Alves"
Cruzeiro;CR037650;Atualização das artes do produto Endal Plus Comprimidos Peru-CENCA;Closed;Tier 1;;Amanda Cristina Correa da Silva;Samira Gaspar;;;;out 6, 2022;out 24, 2022;fev 28, 2023;mar 15, 2023;;nov 29, 2022;;;;;nov 29, 2022;
Cruzeiro;CR037558;Atualização de arte e especificação do produto 2000791 Balde Plástico 7,2 L com tampa;Closed;Tier 1;;Amanda Cristina Correa da Silva;Samira Gaspar;;;;out 3, 2022;out 21, 2022;dez 7, 2022;dez 22, 2022;;dez 20, 2022;;;;;dez 20, 2022;
Cruzeiro;CR037535;Reativação de documentos P&D - FQs;Closed;Tier 1;;Willian Douglas Barreto;Samira Gaspar;;;;set 30, 2022;set 30, 2022;dez 21, 2022;jan 5, 2023;;dez 21, 2022;R&D;;;;dez 21, 2022;
Cruzeiro;CR037396;Aprovação do material Óleo de Algodão Refinado do fornecedor Dekel Agroindústria Ltda;Closed;Tier 1;Sara Souto;Sara Souto;Anderson da Silva;No;No;Business/process improvement or change;set 26, 2022;out 6, 2022;jul 16, 2025;jul 31, 2025;;jul 9, 2025;Packaging;;;;jul 9, 2025;"Jessica Isaac; Anna Carolina Sousa Alves"
Cruzeiro;CR037331;Atualização da planilha de API para o produto Potenty;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;set 22, 2022;set 23, 2022;abr 28, 2023;mai 13, 2023;;abr 10, 2023;Manufacturing;;;;abr 10, 2023;
Cruzeiro;CR037296;Aprovação do material Lactose Malha 200 USP fabricado pela DFE Pharma GmbH & Co. KG;Post Implementation;Tier 1;Sara Souto;Sara Souto;Anderson da Silva;No;No;Business/process improvement or change;set 21, 2022;set 29, 2022;set 26, 2025;out 11, 2025;;;Packaging;;;;;"Jessica Isaac; Anna Carolina Sousa Alves"
Cruzeiro;CR037245;"Movimentação de lotes em status de ""utilização restrita"" (quarentena)";Closed;Tier 1;;Maria Leticia Vilas Boas;Samira Gaspar;;;;set 20, 2022;set 28, 2022;ago 31, 2023;set 15, 2023;;set 14, 2023;Quality Assurance;;;;set 14, 2023;
Cruzeiro;CR037203;Atualização dos documentos C-PRD-POP-142, C-PRD-POP-151, C-BR-4000273 e C-BR-4000402 de acordo com a Validação de Processo do produto Masti-Seal;Implementation;Tier 1;Paloma Silva Souza;Vitor Ferreira Magalhães Viana;Anderson da Silva;;;;set 19, 2022;out 7, 2022;jul 25, 2025;ago 9, 2025;;;GTO-PTS;;;;;
Cruzeiro;CR037145;Inclusão do fornecedor EMEPÊ para o fornecimento de cartuchos e displays;Closed;Tier 1;Maria Paula Para Nogueira;Maria Paula Para Nogueira;Anderson da Silva;No;No;Business/process improvement or change;set 15, 2022;set 26, 2022;mar 21, 2025;abr 5, 2025;;abr 2, 2025;Packaging;;;;abr 2, 2025;"Jessica Isaac; Anna Carolina Sousa Alves"
Cruzeiro;CR037143;Aprovação do material Corante Verde Clorofila fabricado pela Duas Rodas Industrial Ltda (Brasil);Closed;Tier 1;Sara Souto;Sara Souto;Samira Gaspar;No;No;Business/process improvement or change;set 15, 2022;set 23, 2022;nov 22, 2022;dez 7, 2022;;nov 29, 2022;Packaging;;;;nov 29, 2022;"Jessica Isaac; Anna Carolina Sousa Alves"
Cruzeiro;CR037075;Implementação de novos HPLCs no Controle de Qualidade;Closed;Tier 1;Aline Bormio;Aline Bormio;Samira Gaspar;No;No;Business/process improvement or change;set 13, 2022;set 26, 2022;mar 24, 2023;abr 8, 2023;;abr 20, 2023;Quality Control;;;;abr 20, 2023;Anna Carolina Sousa Alves
Cruzeiro;CR036975;Correção do nome da Matéria-prima a ser adicionada no C-BR-4000281 Avotan Gold Granel - de N-metilpirrolidona para Crodamol CAP;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;set 9, 2022;set 9, 2022;set 15, 2022;set 30, 2022;;set 13, 2022;Manufacturing;;;;set 13, 2022;
Cruzeiro;CR036930;Alterações nas artes do produto: Crestar IVG 1.3 CENCA 10disp;Closed;Tier 1;;Amanda Cristina Correa da Silva;Samira Gaspar;;;;set 8, 2022;set 27, 2022;nov 30, 2022;dez 15, 2022;;out 27, 2022;;;;;out 27, 2022;
Cruzeiro;CR036792;Alterar ponto de encontro da brigada de emergência.;Closed;Tier 1;Anderson Martins;Anderson Martins;Samira Gaspar;No;No;Safety and Environmental;set 2, 2022;set 21, 2022;dez 16, 2022;dez 31, 2022;;dez 13, 2022;Manufacturing;;;;dez 13, 2022;Raquel Pinto Lopes
Cruzeiro;CR036684;SAP Atlas - Adequação de Infraestrutura;Closed;Tier 1;Abel Vieira;Abel Vieira;Samira Gaspar;No;No;Safety and Environmental;ago 30, 2022;nov 8, 2022;abr 21, 2023;mai 6, 2023;;mai 3, 2023;IT;;;;mai 3, 2023;Anna Carolina Sousa Alves
Cruzeiro;CR036419;Atualização de especificação do material 2000965 Frasco PET 24-100 mL âmbar;Closed;Tier 1;;Amanda Cristina Correa da Silva;Samira Gaspar;;;;ago 19, 2022;ago 29, 2022;mai 31, 2023;jun 15, 2023;;mai 17, 2023;;;;;mai 17, 2023;
Cruzeiro;CR036397;Atualização da técnica de análise do Bovguard (C-CQ-TCPA-101);Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;ago 18, 2022;set 21, 2022;out 27, 2023;nov 11, 2023;;nov 7, 2023;Quality Control;;;;nov 7, 2023;
Cruzeiro;CR036386;Atualização da técnica de análise do Glucafós;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;ago 18, 2022;ago 23, 2022;abr 28, 2023;mai 13, 2023;;mai 3, 2023;Quality Control;;;;mai 3, 2023;
Cruzeiro;CR036299;Fenbendazol fabricado pela Apeloa Kangyu - Adição de um novo fornecedor de NPMA utilizado na síntese do Fenbendazol;Closed;Tier 1;;Renata Lima;Samira Gaspar;;;;ago 16, 2022;ago 29, 2022;dez 16, 2022;dez 31, 2022;;dez 4, 2022;GTO-PTS;;;;dez 4, 2022;
Cruzeiro;CR036280;Revisão dos documentos C-CQ-POP-026 Amostragem para Controle de Qualidade, procedimentos e Batch Record de suspensões e demais formas farmacêuticas;Closed;Tier 1;Peterson Lopes;Peterson Lopes;Samira Gaspar;No;No;Quality/Compliance;ago 15, 2022;ago 26, 2022;mar 22, 2024;abr 6, 2024;;abr 4, 2024;Manufacturing;;;;abr 4, 2024;"Aline Ishziuka; Phelipe Montenegro"
Cruzeiro;CR036251;Estratégia alternativa para estudo de validação de processos (Validação Concorrente - Novo Ectos);Implementation;Tier 1;Juliana Silva;Juliana Silva;Anderson da Silva;No;No;Business/process improvement or change;ago 14, 2022;ago 26, 2022;set 15, 2027;set 30, 2027;;;GTO-PTS;;;;;"Anna Carolina Sousa Alves; Aline Ishziuka"
Cruzeiro;CR036245;Transferência do conteúdo de 78 tambores de óleo de algodão para a tancagem (TQSC045C);Closed;Tier 1;Renata Lima;Renata Lima;Samira Gaspar;No;No;Business/process improvement or change;ago 12, 2022;set 5, 2022;out 4, 2022;out 19, 2022;;out 10, 2022;GTO-PTS;;;;out 10, 2022;Claudia Fernandes
Cruzeiro;CR036128;Aprovação do material óleo de algodão do fornecedor Siol Alimentos Ltda;Post Implementation;Tier 1;Sara Souto;Sara Souto;Anderson da Silva;No;No;Business/process improvement or change;ago 9, 2022;set 5, 2022;jul 31, 2025;ago 15, 2025;;;Packaging;;;;;"Anna Carolina Sousa Alves; Jessica Isaac"
Cruzeiro;CR036075;Atualizar as artes da apresentação de 20ml e criar as artes e especificações das apresentações de 100ml e 1L do produto Butox P CE 25 para os países Peru e Paraguai;Closed;Tier 1;Vilmar Alves;Vilmar Alves;Samira Gaspar;No;No;Business/process improvement or change;ago 5, 2022;ago 31, 2022;nov 29, 2024;dez 14, 2024;;nov 9, 2024;Packaging;;;;nov 9, 2024;Aline Ishziuka
Cruzeiro;CR035982;Atualização do desenho técnico do material 2000814 - Frasco dosador 1 L na especificação;Closed;Tier 1;;Sara Souto;Samira Gaspar;;;;ago 3, 2022;ago 16, 2022;jan 13, 2023;jan 28, 2023;;jan 18, 2023;Packaging;;;;jan 18, 2023;
Cruzeiro;CR035912;Aquisição, armazenamento e utilização de Álcool Etílico Hidratado em tambor para o abastecimento do CIP.;Closed;Tier 1;Lucas Paixao;Josemar Felix;Samira Gaspar;No;No;Safety and Environmental;ago 1, 2022;set 5, 2022;mar 24, 2023;abr 8, 2023;;abr 20, 2023;GTO-PTS;;;;abr 20, 2023;"Anna Carolina Sousa Alves; Jessica Isaac"
Cruzeiro;CR035829;Alteração da Caixa CP13-V para contemplar o pictograma de risco (inflamável), etiqueta de quantidade limitada e alteração de onda e dimensionamento.;Closed;Tier 1;Maria Paula Para Nogueira;Amanda Cristina Correa da Silva;Samira Gaspar;No;No;Business/process improvement or change;jul 28, 2022;set 1, 2022;jul 5, 2023;jul 20, 2023;;jun 13, 2023;Packaging;;;;jun 13, 2023;Jessica Isaac
Cruzeiro;CR035798;Atualização das artes do produto Tick Gard Pour-on 1L Colômbia;Closed;Tier 1;;Amanda Cristina Correa da Silva;Samira Gaspar;;;;jul 27, 2022;ago 23, 2022;dez 21, 2022;jan 5, 2023;;dez 4, 2022;;;;;dez 4, 2022;
Cruzeiro;CR035773;Inserir página exclusiva para o registro de limpeza da Bomba Moinho (BMOI001C).;Closed;Tier 1;;Daniel Elias;Samira Gaspar;;;;jul 26, 2022;jul 28, 2022;ago 29, 2022;set 13, 2022;;ago 25, 2022;Manufacturing;;;;ago 25, 2022;
Cruzeiro;CR035741;Redimensionamento da bolsa plástica do material 2000914 Kit bico aplicador para frasco 10L.;Closed;Tier 1;;Maria Paula Para Nogueira;Anderson da Silva;;;;jul 26, 2022;ago 16, 2023;mai 2, 2025;mai 17, 2025;;mai 8, 2025;Packaging;;;;mai 8, 2025;
Cruzeiro;CR035604;Revisão de Procedimentos e Batch Record dos comprimidos conforme C-CQ-POP-026 Anexo V;Closed;Tier 1;;Peterson Lopes;Samira Gaspar;;;;jul 20, 2022;jul 25, 2022;fev 24, 2023;mar 11, 2023;;mar 7, 2023;Manufacturing;;;;mar 7, 2023;
Cruzeiro;CR035573;Alteração da especificação e metodologia do teste de uniformidade de conteúdo dos produtos Crestar IVG;Closed;Tier 2;Aline Bormio;Aline Bormio;Samira Gaspar;No;Yes;Business/process improvement or change;jul 19, 2022;ago 2, 2022;abr 14, 2023;abr 29, 2023;jan 19, 2024;abr 24, 2023;Quality Control;Izabel Barcza;No;abr 24, 2023;abr 20, 2023;"Jessica Isaac; Anna Carolina Sousa Alves"
Cruzeiro;CR035516;Reativação de documentos - P&D;Closed;Tier 1;;Willian Douglas Barreto;Samira Gaspar;;;;jul 15, 2022;jul 20, 2022;dez 22, 2022;jan 6, 2023;;dez 21, 2022;R&D;;;;dez 21, 2022;
Cruzeiro;CR035426;Criar página exclusiva para o ativo abamectina na pesagem de matéria-prima no Batch Record C-BR-4000240 Sofomax Suspensão Granel.;Closed;Tier 1;;Daniel Elias;Samira Gaspar;;;;jul 12, 2022;jul 28, 2022;jul 29, 2022;ago 13, 2022;;ago 1, 2022;Manufacturing;;;;ago 1, 2022;
Cruzeiro;CR035423;Exclusão de página em branco no template do C-BR-4000326;Closed;Tier 1;;Eduardo Barros;Samira Gaspar;;;;jul 12, 2022;jul 18, 2022;jul 29, 2022;ago 13, 2022;;jul 19, 2022;Manufacturing;;;;jul 19, 2022;
Cruzeiro;CR035415;Aquisição, armazenamento e utilização do IBC de Álcool Etílico Hidratado no processo de CIP;Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Samira Gaspar;No;No;Safety and Environmental;jul 12, 2022;set 13, 2022;jan 30, 2024;fev 14, 2024;;fev 5, 2024;Maintenance;;;;fev 5, 2024;Phelipe Montenegro
Cruzeiro;CR035322;Inclusão de uma nova bomba pneumática (BOPN015C) para adição do alcool etílico nas formulações dos produtos Tick Gard e Bovguard;Closed;Tier 1;Sarah Lana;Sarah Lana;Samira Gaspar;No;No;Business/process improvement or change;jul 8, 2022;ago 1, 2022;ago 18, 2023;set 2, 2023;;ago 31, 2023;Manufacturing;;;;ago 31, 2023;Anna Carolina Sousa Alves
Cruzeiro;CR035284;Atualização das artes do produto Tick Gard Pour-On México, para inclusão dos países Bolívia e Paraguai;Closed;Tier 1;;Amanda Cristina Correa da Silva;Samira Gaspar;;;;jul 7, 2022;ago 4, 2022;jul 31, 2023;ago 15, 2023;;ago 9, 2023;;;;;ago 9, 2023;
Cruzeiro;CR035132;Manufacturing technology transfer of Synergized Delice® product from Merck AH Baton Rouge site to MSD Cruzeiro site / Transferência de tecnologia de fabricação do produto Synergized Delice® do site Merck AH Baton Rouge para o site da MSD Cruzeiro;Post Implementation;Tier 2;Juliana Silva;Renata Lima;Anderson da Silva;No;Yes;Business/process improvement or change;jul 1, 2022;nov 30, 2022;jul 25, 2025;ago 9, 2025;ago 29, 2025;;GTO-PTS;Izabel Barcza;Yes;;;Jessica Isaac
Cruzeiro;CR035030;Inclusão de novos cartões na especificação dos cartuchos com faca 137x72x260mm;Closed;Tier 1;;Maria Paula Para Nogueira;Samira Gaspar;;;;jun 28, 2022;jul 18, 2022;jan 27, 2023;fev 11, 2023;;dez 4, 2022;Packaging;;;;dez 4, 2022;
Cruzeiro;CR035017;Revisão da técnica de análise do produto Calminex;Closed;Tier 1;;Aline Bormio;Samira Gaspar;;;;jun 28, 2022;jul 5, 2022;nov 25, 2022;dez 10, 2022;;nov 16, 2022;Quality Control;;;;nov 16, 2022;
Cruzeiro;CR034985;Remoção do teste de odor para materiais no site de Cruzeiro (AHQA-OB000102);Post Implementation;Tier 2;Aline Bormio;Aline Bormio;Anderson da Silva;No;Yes;Quality/Compliance;jun 27, 2022;set 12, 2022;ago 29, 2025;set 13, 2025;dez 12, 2025;;Quality Control;Izabel Barcza;No;;;"Anna Carolina Sousa Alves; Jessica Isaac"
Cruzeiro;CR034949;Alteração da faixa de densidade do Óleo de Algodão e do produto Butox PCE 25;Awaiting Regulatory;Tier 2;Juliana Silva;Juliana Silva;Anderson da Silva;No;Yes;Business/process improvement or change;jun 24, 2022;ago 5, 2022;out 28, 2024;nov 12, 2024;out 31, 2025;;GTO-PTS;Izabel Barcza;No;nov 8, 2024;nov 7, 2024;"Anna Carolina Sousa Alves; Jessica Isaac"
Cruzeiro;CR034876;Troca de célula de carga da BALA075C (ENVL001C SERAC ENDOS);Closed;Tier 1;;Leonardo Guedes;Samira Gaspar;;;;jun 22, 2022;jun 24, 2022;jul 28, 2022;ago 12, 2022;;jul 19, 2022;Maintenance;;;;jul 19, 2022;
Cruzeiro;CR034849;Transferência de tecnologia de fabricação do produto Ectiban® 25 Fly-Killer do site Merck AH - Baton Rouge para o site da MSD – Cruzeiro/SP e troca da embalagem primária - Manufacturing Technology Transfer of the product Ectiban®25 Fly-Killer.;Post Implementation;Tier 2;Juliana Silva;Pedro Bonfim;Anderson da Silva;No;Yes;Business/process improvement or change;jun 21, 2022;nov 8, 2022;dez 12, 2025;dez 27, 2025;nov 28, 2025;;GTO-PTS;Izabel Barcza;Yes;;;Jessica Isaac
Cruzeiro;CR034826;Armazenamento Material de embalagem Temporário no Predio Ectos 1.;Post Implementation;Tier 1;Claudio Cardeal;Gilson Abreu;Anderson da Silva;No;No;Safety and Environmental;jun 20, 2022;set 13, 2022;dez 11, 2026;dez 26, 2026;;;Logistics-Warehouse;;;;;Phelipe Montenegro
Cruzeiro;CR034810;Descomissionamento do produto Matabicheiras Cooper;Implementation;Tier 1;Anderson da Silva;Samira Gaspar;Maria Leticia Vilas Boas;No;No;Business/process improvement or change;jun 20, 2022;jul 20, 2022;ago 31, 2026;set 15, 2026;;;Quality Assurance;;;;;"Anna Carolina Sousa Alves; Jessica Isaac"
Cruzeiro;CR034728;Instalação de carregador de empilhadeiras no Almoxarifado Novo Ectos;Closed;Tier 1;Claudio Cardeal;Gilson Abreu;Samira Gaspar;No;No;Safety and Environmental;jun 15, 2022;set 6, 2022;dez 3, 2024;dez 18, 2024;;dez 12, 2024;Logistics-Warehouse;;;;dez 12, 2024;Phelipe Montenegro
Cruzeiro;CR034716;Alteração da quantidade da matéria-prima Carboximetilcelulose para a documentação do Powerzuril;Closed;Tier 1;;Vitor Ferreira Magalhães Viana;Samira Gaspar;;;;jun 15, 2022;jun 15, 2022;ago 5, 2022;ago 20, 2022;;ago 8, 2022;Planning;;;;ago 8, 2022;
Cruzeiro;CR034710;Alteração dos materiais de embalagem para os produtos: Bovguard 1L (5015231), Bovguard 5L (5015232) e Bovguard 5L Promocional (5015233).;Closed;Tier 1;Rafael Brandão Nascimento;Rafael Brandão Nascimento;Samira Gaspar;No;No;Business/process improvement or change;jun 15, 2022;jul 6, 2022;abr 28, 2023;mai 13, 2023;;mai 11, 2023;Packaging;;;;mai 11, 2023;"Aline Ishziuka; Raquel Pinto Lopes"
Cruzeiro;CR034666;Alteração de arte e especificação do material 2010731 Cartucho Endal 4 comprimidos Colômbia;Closed;Tier 1;;Maria Paula Para Nogueira;Samira Gaspar;;;;jun 13, 2022;jun 24, 2022;ago 21, 2023;set 5, 2023;;set 5, 2023;Packaging;;;;set 5, 2023;
Cruzeiro;CR034571;Atualização das artes do produto Avotan Gold Pour-On 1L AR-BO-PY-CENCA;Closed;Tier 1;;Vilmar Alves;Samira Gaspar;;;;jun 8, 2022;jun 22, 2022;mar 31, 2023;abr 15, 2023;;mar 9, 2023;;;;;mar 9, 2023;
Cruzeiro;CR034564;Aquisição de Novos Equipamentos - Novo Ectos (Incinerador);Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Samira Gaspar;No;No;Safety and Environmental;jun 8, 2022;jun 21, 2022;nov 24, 2023;dez 9, 2023;;nov 29, 2023;Maintenance;;;;nov 29, 2023;Phelipe Montenegro
Cruzeiro;CR034507;Melhoria no Cart. Disp. Vampiricid Top. c/berço 5x50g (2010959);Closed;Tier 1;;Rafael Brandão Nascimento;Samira Gaspar;;;;jun 7, 2022;jun 9, 2022;mar 1, 2023;mar 16, 2023;;mar 7, 2023;Packaging;;;;mar 7, 2023;
Cruzeiro;CR034468;Inclusão dos materiais Triclabendazol (191) e Povidone (87171) no programa de teste reduzido.;Closed;Tier 1;;Rafael Brandão Nascimento;Samira Gaspar;;;;jun 6, 2022;jun 9, 2022;jul 28, 2023;ago 12, 2023;;ago 1, 2023;Packaging;;;;ago 1, 2023;
Cruzeiro;CR034459;Inclusão de inicial da TAG da datadora HotStamp nos Batches Records de Suspensões;Cancelled;Tier 1;;Eduardo Barros;Samira Gaspar;;;;jun 3, 2022;;ago 12, 2022;ago 27, 2022;;;Maintenance;;;;;
Cruzeiro;CR034300;Criação de procedimento para implementação de equipamento dissolutor;Closed;Tier 1;;Willian Douglas Barreto;Samira Gaspar;;;;mai 30, 2022;jun 7, 2022;jun 15, 2022;jun 30, 2022;;jun 15, 2022;R&D;;;;jun 15, 2022;
Cruzeiro;CR034299;Instalação de datadora Hot Stamping na sala de embalagem do setor Endoparasiticidas;Closed;Tier 1;Peterson Lopes;Peterson Lopes;Samira Gaspar;No;No;Quality/Compliance;mai 30, 2022;ago 1, 2022;out 28, 2022;nov 12, 2022;;out 28, 2022;Manufacturing;;;;out 28, 2022;"Aline Ishziuka; Raquel Pinto Lopes"
Cruzeiro;CR034295;Aquisição de Novos Equipamentos (EAR TAGS);Closed;Tier 1;Leonardo Guedes;Leonardo Guedes;Samira Gaspar;No;No;Safety and Environmental;mai 30, 2022;ago 11, 2022;jul 30, 2024;ago 14, 2024;;ago 13, 2024;Maintenance;;;;ago 13, 2024;Phelipe Montenegro
Cruzeiro;CR034285;Alteração de especificação do produto 2000791 Balde Plástico 7,2 L com tampa;Closed;Tier 1;;Amanda Cristina Correa da Silva;Samira Gaspar;;;;mai 30, 2022;jun 15, 2022;mar 24, 2023;abr 8, 2023;;mar 20, 2023;;;;;mar 20, 2023;
Cruzeiro;CR034219;Instalação de Exaustores para Muflas no Laboratório do site de Cruzeiro;Closed;Tier 1;Aline Bormio;Aline Bormio;Samira Gaspar;No;No;Safety and Environmental;mai 26, 2022;jun 6, 2022;abr 12, 2024;abr 27, 2024;;abr 25, 2024;Lab;;;;abr 25, 2024;"Jessica Isaac; Anna Carolina Sousa Alves"
Cruzeiro;CR034215;Revisão de procedimento EHS NPP 048 Anexo II Instrução e Controle de Operação da estação de Tratamento de Efluentes - revisão 06 (ETE);Closed;Tier 1;;Williseane Guimaraes Portugal;Samira Gaspar;;;;mai 26, 2022;mai 27, 2022;ago 26, 2022;set 10, 2022;;set 9, 2022;SHE;;;;set 9, 2022;
Cruzeiro;CR034204;Manufacturing technology transfer of Ultra Boss® product from Merck AH Baton Rouge site to MSD Cruzeiro site / Transferência de tecnologia de fabricação do produto Ultra Boss® do site Merck AH Baton Rouge para o site da MSD Cruzeiro;Post Implementation;Tier 2;Juliana Silva;Renata Lima;Anderson da Silva;No;Yes;Business/process improvement or change;mai 26, 2022;dez 6, 2022;set 30, 2025;out 15, 2025;ago 29, 2025;;GTO-PTS;Izabel Barcza;Yes;;;Jessica Isaac
Cruzeiro;CR034163;Aprovação do material Carboximetilcelulose de Sódio (CMC) do fabricante Ashland Specialties France Sarl;Closed;Tier 1;Paloma Silva Souza;Renata Lima;Anderson da Silva;No;No;Business/process improvement or change;mai 25, 2022;jun 1, 2022;mar 28, 2025;abr 12, 2025;;abr 7, 2025;GTO-PTS;Izabel Barcza;;;abr 7, 2025;"Anna Carolina Sousa Alves; Jessica Isaac"
Cruzeiro;CR034086;Manufacturing technology transfer of Ultra Saber™ product from Merck AH Baton Rouge site to MSD Cruzeiro site;Quality Verification;Tier 2;Lucas Paixao;André Luiz Guerra Fernandes;Anderson da Silva;No;Yes;Business/process improvement or change;mai 23, 2022;out 20, 2022;jul 24, 2025;ago 8, 2025;ago 29, 2025;;GTO-PTS;Izabel Barcza;Yes;;;Aline Ishziuka
